database_name,database_url,database_information
"Foreign Office Files for the Middle East, 1971-1974",http://libproxy.clemson.edu/login?url=https://www.foreignofficefilesmiddleeast.amdigital.co.uk/,"The Middle East in the 1970s was characterised by its conflicts, with a cast of political figures whose influence can still be felt today. Providing an invaluable resource for researchers and students seeking to understand the modern Middle East, this collection contains complete runs of Foreign Office files, providing an expansive view of key events and their global political impact."
Fortune Magazine Archive (1930-2000),"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=fma",searchable full text of all issues from this time period plus PDFs of items as they appeared
freepatentsonline.com,http://www.freepatentsonline.com/search.html,Search patents and patent applications from the US and other countries.
Frontier Life,http://libproxy.clemson.edu/login?url=https://www.frontierlife.amdigital.co.uk/,"This digital collection of primary source documents helps us to understand existence on the edges of the anglophone world from 1650-1920. Discover the various European and colonial frontier regions of North America, Africa and Australasia through documents that reveal the lives of settlers and indigenous peoples in these areas."
Fuente Académica,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=zbh",full-text scholarly journals in all major subject areas from Spanish-speaking countries. Access provided via Discus
Funk & Wagnalls New World Encyclopedia,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=funk","25,000+ entries covering a variety of subject areas. Access provided via Discus"
Gale Digital Scholar Lab,http://libproxy.clemson.edu/login?url=https://infotrac.galegroup.com/itweb/clemsonu_main?db=DSLAB,"The Gale Digital Scholar Lab is a cloud-based research environment that allows researchers to explore Gale's Primary Sources in a single research platform.
New users are asked to create an account using a Google or Microsoft login. A Clemson institutional account (@clemson.edu) can be used for the Microsoft login and a Clemson Google Apps account (@g.clemson.edu) can be used for the Google option."
Gallup Analytics,http://libproxy.clemson.edu/login?url=https://analyticscampus.gallup.com,"80 Years of Gallup's Trended Data for the U.S. and 160+ countries
Limit: 1 user at a time"
General Science Full Text,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=gft",full text from approx. 100 periodicals since 1994; indexing and abstracts for hundreds of periodicals since 1984
GenEthx,https://bioethics.georgetown.edu/library-materials/bioethics-research-library-databases/genethx-genetics-ethics-database/,bibliographic citations for work on ethics and genetics; free access provided through DigitalGeorgetown
Genetics Abstracts,http://libproxy.clemson.edu/login?url=https://search.proquest.com/geneticabstracts?accountid=6167,covers current and previous year
GeoRef Previews,https://www.americangeosciences.org/information/georef-preview,"references to recent geoscience publications updated weekly. Caution: Items are in process for inclusion in GeoRef and may not yet have been indexed, given a translated title, or checked by an editor"
GeoRef via Engineering Village,http://libproxy.clemson.edu/login?url=https://www.engineeringvillage.com,"Content includes geological engineering, geochemistry, geophysics, paleontology, meteorology, oceanography, and more from 1785-present.
NOTE: By default, multiple databases will be included in your search (Compendex, Inspec, GeoRef, and Knovel). To search ONLY GeoRef, uncheck the other databases."
"Global Commodities: Trade, Exploration, and Cultural Exchange",http://libproxy.clemson.edu/login?url=http://www.globalcommodities.amdigital.co.uk/,includes manuscripts with printed and visual primary source materials for the study of global commodities in world history with coverage spanning hundreds of years.
Global Issues in Context (Gale),http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=GIC&u=clemsonu_main,"focuses on broad issues from a global perspective. Includes full-text newspapers, magazines, journals, country information, reference sources, statistics, videos, and interactive maps."
Global New Products Database (GNPD),http://libproxy.clemson.edu/login?url=http://www.gnpd.com,"full-text reports on worldwide product introductions in food and non-food sectors; search by packaging, company, ingredients, brand, and launch date
Note: You must create a Personal Profile to view reports"
Global Plants,http://libproxy.clemson.edu/login?url=http://plants.jstor.org/,community-contributed database of digitized plant specimens
Google Patents,https://patents.google.com/,a great place to start a preliminary patent search
Google Scholar (with Clemson links),https://scholar.google.com/scholar?hl=en&as_sdt=0%2C41&inst=1412731494629219040,search for scholarly literature in all disciplines
Google Scholar,http://scholar.google.com/,search scholarly literature in all disciplines
govinfo,https://www.govinfo.gov/,Official publications from all three branches of the U.S. Federal Government
Grand Tour,http://libproxy.clemson.edu/login?url=https://www.grandtour.amdigital.co.uk/,"This digital collection of manuscript, visual and printed works allows students and researchers to explore and compare a range of sources on the history of travel for the first time, including many from private or neglected collections.
The Grand Tour includes the travel writings and works of some of Britain’s greatest artists, writers and thinkers, revealing how interaction with European culture shaped their creative and intellectual sensibilities."
GreenFILE,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=8gh",all aspects of human impact to the environment; dates vary by publication
Greenville News,http://libproxy.clemson.edu/login?url=https://www.proquest.com/publication/45729?accountid=6167,Coverage of the Greenville News is provided from 1999 to present.
Grove Dictionary of Art,http://libproxy.clemson.edu/login?url=https://www.oxfordartonline.com/groveart,"encyclopedia of painting, sculpture, graphic arts, architecture, decorative arts, and photography
Limit: 5 simultaneous users"
Grove Music Online,http://libproxy.clemson.edu/login?url=http://www.oxfordmusiconline.com,"includes The New Grove Dictionary of Music and Musicians (2nd ed.), The New Grove Dictionary of Opera, and The New Grove Dictionary of Jazz (2nd ed.)
Limit: 5 simultaneous users"
Handbook of Chemistry and Physics,http://libproxy.clemson.edu/login?url=http://hbcponline.com/faces/contents/ContentsSearch.xhtml,chemical and physical data
Handbook of Latin American Studies,http://lcweb2.loc.gov/hlas/mdbquery.html,"index to books, articles, and other materials about Latin America; 1936-present"
Handbook of Nuclear Chemistry,http://libproxy.clemson.edu/login?url=http://dx.doi.org/10.1007/978-1-4419-0720-2,"includes the chemistry of transactinides and exotic atoms, radioactive waste management, radiopharmaceutical chemistry, and nuclear methods of investigation of chemical structure"
HarpWeek,http://libproxy.clemson.edu/login?url=http://app.harpweek.com,browse or search for keywords or phrases in scanned pages of Harper's Weekly 1857-1912
HathiTrust,https://www.hathitrust.org/,"HathiTrust contains millions of digitized publications from around the world, mainly from library, Google, and Internet Archive initiatives. To log in as a Clemson University member: click on LOG IN in the top right corner, select Clemson University from the dropdown menu, then Continue, and log in to the network using your CU username and password"
HCI Bibliography,http://www.hcibib.org/,"more than 126,000 publications on human-computer interactions (HCI)"
Health and Psychosocial Instruments (HaPI),http://libproxy.clemson.edu/login?url=https://research.ebsco.com/c/7j2xc6/search/advanced/filters?db=hpi,"Health and Psychosocial Instruments (HaPI) is comprised of bibliographic information for peer-reviewed scholarly journals, books, technical reports, and test publishers' catalogs. HaPI is an essential resource that helps researchers, students, and clinicians locate questionnaires, interviews, and other tests most relevant to their investigations, theses, dissertations, and grant proposals."
Health and Safety Science Abstracts,http://libproxy.clemson.edu/login?url=https://search.proquest.com/healthsafetyabstracts?accountid=6167,"public health, safety, and industrial hygiene; 1981-present"
Health and Wellness Resource Center (Gale),http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=HWRC&u=clemsonu_main,"medicine, health, nutrition, fitness, and related fields; 1980-present"
